Number;Text;Flag
1072687;I quite understand your reluctance.  If you reconsider, I'll be here.;Original
1072688;You can't miss those ogres, they're huge and just outside the gates here.;Original
1072689;Cowards!;Original
1072690;Token of Love;Original
1072691;Bearing Gifts;Original
1072692;The Brains of the Operation;Original
1072693;The Brawn;Original
1072694;The Bigger They Are ...;Original
1072695;The unbless failed.;Original
1072696;The unblessed failed.  Make sure there is room in your pack for the deed.;Original
1072697;When you were exterminating those untidy vermin, you must have noticed the archers amongst them?  Those cowardly rats have been peppering us with arrows and then running away before we can retaliate.  Can I count on you to handle this for me?;Original
1072698;Argh!  I knew those ratmen were up to no good!  They have stolen the ring I was making for my beloved Ciala.  The sparkle must have caught their greedy eyes.  Find the ring please!  I beg you.;Original
1072699;Please, I beg of you, reconsider!;Original
1072700;The stolen ring is easy enough to recognize.  It has an inscription on it declaring my love for Ciala.  Please find this token of love for me!;Original
1072701;Ah my friend, thank you again for your timely aid!  The ring is finally complete and I'm ready to reveal to Ciala my love for her.  Would you ... could you present her with my token?;Original
1072702;I know that this is a lot to ask.  Thank you for hearing my request.;Original
1072703;arcane circle;Original
1072704;My beloved Ciala is the most wonderful, most perfect, most delightful woman.  Please bring her the token quickly!  I can't bear the wait for her joyous response.;Original
1072705;You must be standing on an arcane circle, pentagram or abbatoir to use this spell.;Original
1072706;A large bag of treasure.;Original
1072707;*sigh*  We have so much to do to clean this area up.  Even the fine work you did on those ogres didn't have much of an impact on the community.  It's the ogre lords that direct the actions of the other ogres, let's strike at the leaders and perhaps that will thwart the miserable curs.;Original
1072708;Reluctance doesn't become a hero like you.  But, as you wish.;Original
1072709;Ogre Lords are pretty easy to recognize.  They're the ones ordering the other ogres about in a lordly manner.  Striking down their leadership will throw the ogres into confusion and dismay!;Original
1072710;Inconceiveable!  We've learned that the ogre leadership has recruited some heavy-duty guards to their cause.  I've never personally fought a cyclopian warrior, but I'm sure you could easily best a few and report back how much trouble they'll cause to our growing community?;Original
1072711;Oh, I see.  *sigh*  Perhaps I overestimated your abilities.;Original
1072712;Make sure you fully assess all of the cyclopian tactical abilities!;Original
1072713;The ogre insurgency has taken a turn for the worse!  I've just been advised that the titans have concluded their discussions with the ogres and they've allied.  We have virtually no information about titans.  Engage them and appraise their mettle.;Original
1072714;Certainly.  You've done enough to merit a breather.  When you're ready for more, report back to me.;Original
1072715;Those titans don't skulk very well.  You should be able to track them easily ... their footsteps are easily the largest around.;Original
1072716;Friends of the Library;Original
1072717;Bureaucratic Delay;Original
1072718;The Secret Ingredient;Original
1072719;Special Delivery;Original
1072720;Shhh!  *angry whisper*  This is a library, not some bawdy house!  If you wish to become a friend of the library you'll learn to moderate your volume.  And, of course, you'll take this application and have it notarized by Sarakki the Notary.  Until you've become an official friend of the library, I can't allow you to make donations.  It wouldn't be proper.;Original
1072721;Hrmph!;Original
1072722;*glare*  Shhhh!  You need to visit the notary.  She can be found near the castle.;Original
1072723;Access to the Stacks;Original
1072724;What do you have there?  Oh.  *look of dismay*  It seems everyone is interested in helping the library -- but no one warned me to stock up on sealing wax.  I'm afraid I'm out of the mixture we use to notarize offical documents.  There will be a delay ... unless you'd like to take matters into your own hands and retrieve more for me from Petrus?;Original
1072725;I do apologize for being unprepared. Perhaps when you return later I'll have more wax in stock.;Original
1072726;Petrus lives in Ilshenar, past the Compassion gate and beyond the gypsy camp.;Original
1072727;What's this?  Sealing wax ... Sarakki ... official documents ... Oh, I see.  Can do, can do.  You will need to get me the poison sacs of course.  They are so volatile they aren't viable after an hour or so ... yes, yes.  Right, well off you go, speckled scorpions are the only critters that have the right poison.  They live in the desert near here.;Original
1072728;I see. I see.  Well good luck to you.;Original
1072729;Hello, hello!  Speckled, that's what they are.  All covered with spots and speckles when you look very closely.  Speckled scorpion poison sacs will do the trick.;Original
1072730;The manor lord is unavailable. Please use the teleporter on your right.;Original
1072731;Your foot brushes against a wire, tripping a hidden trap!;Original
1072732;Your presence here has not gone unnoticed. Citadel protectors spring forth from the shadows!;Original
1072733;The air suddenly stirs around you. From the darkness you feel the sting of the Serpent's Fang!;Original
1072734;The floor crackles beneath your feet, alerting the protectors. The Flame of the Dragon is upon you!;Original
1072735;From the dark corners spring the Claw of the Tiger.;Original
1072736;The Serpent's Fang Sect leaps from the shadows with their blades drawn!;Original
1072737;The sickening crunch under your feet alerts you of another trap filled with murderous fiends.;Original
1072738;Dragon Smithing;Original
1072739;You hear a click behind the wall.;Original
1072740;An arcane focus appears in your backpack.;Original
1072741;Good good!  The wax is just cooling now and will be ready by the time you get it back to Sarakki.  You still want the wax, right?;Original
1072742;Friends of the Library Application.;Original
1072743;Sealing Wax Order;Original
1072744;Official Sealing Wax;Original
1072745;Notarized Application.;Original
1072746;Sorry, sorry.  I'll hold onto your order in case you change your mind.;Original
1072747;Hello, hello.  No rush of course.  I'm sure Sarakki is patient and doesn't mind waiting for the wax.;Original
1072748;There you are!  *pleased smile*  Don't you just love when a form is all filled in like that?  All of the sections are complete, everything is neat and tidy and the official seal is perfectly formed and in exactly the right spot.  It's comforting.  Here you are.  All you need to do now is return the form to Librarian Verity.  Have a nice day!;Original
1072749;Friends of the Library Membership Token.;Original
1072750;Oh dear!  You've changed your mind?  *looks flustered*  I'll file your notarized application then, in case you decide at a future date to become a friend of the library.;Original
1072751;The librarian can always be found in the Library.  *admiring tone*  She's got a really strong work ethic.;Original
1072752;Discipline;Original
1072753;Patience;Original
1072754;Needs of the Many - Sanctuary;Original
1072755;Making a Contribution - Sanctuary;Original
1072756;Supplies for Sanctuary;Original
1072757;The Human Blight;Original
1072758;Unnatural Creations;Original
1072759;The Way of the Arcanist;Original
1072760;Supplies for The Heartwood;Original
1072761;Learning to weave spells and control the forces of nature requires sacrifice, discipline, focus, and an unwavering dedication to Sosaria herself.  We do not teach the unworthy.  They do not comprehend the lessons nor the dedication required.  If you would walk the path of the Arcanist, then you must do as I require without hesitation or question.  Your first task is to rid our home of rats ... 50 of them in the next hour.;Original
1072762;Learning to weave spells and control the forces of nature requires sacrifice, discipline, focus, and an unwavering dedication to Sosaria herself.  We do not teach the unworthy.  They do not comprehend the lessons nor the dedication required.  If you would walk the path of the Arcanist, then you must do as I require without hesitation or question.  Your first task is to gather miniature mushrooms ... 20 of them from the branches of our mighty home.  I give you one hour to complete the task.;Original
1072763;The way of the Arcanist involves cooperation with others and a strong committment to the community of your people.  We have run low on the cotton we use to pack wounds and our people have need.  Bring 10 bales of cotton to me.;Original
1072764;We must look to the defense of our people!  Bring boards for new arrows.;Original
1072765;With health and defense assured, we need look to the need of the community for food and drink.  We will feast on fish steaks, sweets, and wine.  You will supply the ingredients, the cooks will prepare the meal.  As a Arcanist relies upon others to build focus and lend their power to her workings, the community needs the effort of all to survive.;Original
1072766;You have proven your desire to contribute to the community and serve the people.  Now you must demonstrate your willingness to defend Sosaria from the greatest blight that plagues her.  The human vermin that have spread as a disease, despoiling the land are the greatest blight we face.  Kill humans and return to me the proof of your actions. Bring me 30 human ears.;Original
1072767;*nods* Not everyone has the temperment to undertake the way of the Arcanist.;Original
1072768;You endanger your progress along the path with your unwillingness.;Original
1072769;The people have need of these items.  You are proving yourself inadequate to the demands of a member of this community.;Original
1072770;Do not falter now.  You have begun to show promise.;Original
1072771;You must serve Sosaria with all your heart and strength.  Your unwillingness does not reflect favorably upon you.;Original
1072772;Elementalism Skill.;Modified
1072773;You waste my time.  The task is simple. Kill 50 rats in an hour.;Original
1072774;The mushrooms I seek can be found growing here in The Heartwood. Seek them out and gather them.  You are running out of time.;Original
1072775;I care not where you acquire the cotton, merely that you provide it.;Original
1072776;The requirements are simple -- 250 boards.;Original
1072777;Where are the items you've been tasked to supply for the feast?;Original
1072778;Why do you delay?  The human blight must be averted.;Original
1072779;Every moment you procrastinate, these unnatural creatures damage Sosaria.;Original
1072780;You have proven your desire to contribute to the community and serve the people.  Now you must demonstrate your willingness to defend Sosaria from the greatest blight that plagues her.  Unnatural creatures, brought to a sort of perverted life, despoil our fair world.  Destroy them -- 5 Exodus Overseers and 2 Exodus Minions.;Original
1072781;Elven Heritage - Sanctuary;Original
1072782;Seasons;Original
1072783;Caretaker of the Land;Original
1072784;Wisdom of the Sphynx;Original
1072785;Defending the Herd;Original
1072786;The Balance of Nature;Original
1072787;The Joys of Life;Original
1072788;Weight: ~1_WEIGHT~ stone;Original
1072789;Weight: ~1_WEIGHT~ stones;Original
1072790;The wall becomes transparent, and you push your way through it.;Original
1072791;You must upgrade to Mondain's Legacy in order to use that item.;Original
1072792;Balanced;Original
1072793;Velocity ~1_val~%;Original
1072794;Your arrow hits its mark with velocity!;Original
1072795;You have been hit by an arrow with velocity!;Original
1072796;You already have an arcane focus.;Original
1072797;Needs of the Many - The Heartwood;Original
1072798;Making a Contribution - The Heartwood;Original
1072799;Elven Heritage - The Heartwood;Original
1072800;Welcome Seeker.  Do you wish to embrace your elven heritage, casting aside your humanity, and accepting the responsibilities of a caretaker of our beloved Sosaria.  Then seek out Darius the Wise in Moonglow.  He will place you on the path.;Original
1072801;Human.  Do you crave the chance to denounce your humanity and prove your elven ancestry.  Do you yearn to accept the responsibilities of a caretaker of our beloved Sosaria and so redeem yourself.  Then human, seek out Darius the Wise in Moonglow.;Original
1072802;*rumbling growl* *sniff* ... not-smell ... seek-fight ... not-smell ... fear-stench ... *rumble* ... cold-soon-time comes ... hungry ... eat-fish ... sleep-soon-time ... *deep fang-filled yawn* ... much-fish.;Modified
1072803;The boon of Maul.;Original
1072804;The boon of Strongroot.;Original
1072805;The boon of Enigma.;Original
1072806;The boon of Bravehorn.;Original
1072807;The boon of the Huntsman.;Original
1072808;advanced character;Original
1072809;The boon of Arielle.;Original
1072810;*yawn* ... cold-soon-time ... *growl*;Original
1072811;*sniff* *sniff* ... not-much-fish ... hungry ... *grumble*;Original
1072812;Hrrrrr.  Hurrrr.  Huuuman.  *creaking branches*  Suuun on baaark, roooooots diiig deeeeeep, wiiind caaaresses leeeaves … Hrrrrr.  Saaap of Sooosaria feeeeeeds us.  Hrrrrr.  Huuuman leeearn.  Caaaretaker of plaaants … teeend … prooove.<br>;Original
1072813;Hrrrrr.  Hrrrrr.  Huuuman.;Original
1072814;Hrrrr. Hrrrr.  Roooooots neeeeeed saaap of Sooosaria.  Hrrrrr.  Roooooots tiiingle neeeaaar Yeeew.  Seeeaaarch.  Hrrrr!;Original
1072815;This Collection is too full to accept this item right now.;Original
1072816;Thank you for your donation!;Original
1072817;You have earned ~1_POINTS~ reward points for this donation.;Original
1072818;The Collection has been awarded ~1_POINTS~ points;Original
1072819;Current Tier: ~1_TIER~;Original
1072820;Current Points: ~1_POINTS~;Original
1072821;Points until next tier: ~1_POINTS~;Original
1072822;I greet thee human and divine my boon thou seek.  Convey hence the object of my riddle and I shall reward thee with thy desire.<br><br>Three lives have I.<br>Gentle enough to soothe the skin,<br>Light enough to caress the sky,<br>Hard enough to crack rocks<br>What am I?;Original
1072823;As thou wish, human.;Original
1072824;I give thee a hint then human.  The answer to my riddle must be held carefully or it cannot be contained at all.  Bring this elusive item to me in a suitable container.;Original
1072825;*snort* ... guard-mates ... guard-herd *hoof stomp* ... defend-with-hoof-and-horn ... thirsty-drink.  *proud head-toss*;Original
1072826;*snort*;Original
1072827;*impatient hoof stomp* ... thirsty herd ... water scent.;Original
1072828;Your arcane focus is renewed.;Original
1072829;Ho, there human.  Why do you seek out the Huntsman?  The hunter serves the land by culling both predators and prey.  The hunter maintains the essential balance of life and does not kill for sport or glory.  If you seek my favor, human, then demonstrate you are capable of the duty.  Cull the wolves nearby.;Original
1072830;Then begone. I have no time to waste on you, human.;Original
1072831;The timber wolves are easily tracked, human.;Original
1072832;*giggle*  So serious, so grim!  *tickle*  Enjoy life!  Have fun!  Laugh!  Be merry!  *giggle*  Find three of my baubles ... *giggle* I hid them! *giggles hysterically*  Hid them!  La la la!  Bring them quickly!  They are magical and will hide themselves again if you are too slow.;Original
1072833;*giggle* Too serious.  Too thinky!;Original
1072834;Magical baubles hidden, find them as you're bidden!  *giggle*;Original
1072835;Community Collection;Original
1072836;Current Tier:;Original
1072837;Current Points:;Original
1072838;Points Until Next Tier:;Original
1072839;<center>Advanced Character</center>;Original
1072840;Donations Accepted:;Original
1072841;You weave your blade to execute a ~1_attack~.;Original
1072842;Rewards;Original
1072843;Your Reward Points:;Original
1072844;Please Choose a Reward:;Original
1072845;Status;Original
1072846;chaos damage ~1_val~%;Original
1072847;You must learn that recipe from a scroll.;Original
1072848;Parasitic Poison;Original
1072849;Darkglow Poison;Original
1072850;Darkglow poison increases your damage!;Original
1072851;Test String;Original
1072852;parasitic poison charges: ~1_val~;Original
1072853;darkglow poison charges: ~1_val~;Original
1072854;<div align=right>Next</div>;Original
1072855;Previous Rewards;Original
1072856;A Sample Reward Title!;Original
1072857;Abandon Reward Title;Original
1072858;tall elven bed (south);Original
1072859;tall elven bed (east);Original
1072860;elven bed (south);Original
1072861;elven bed (east);Original
1072862;ornate elven chest (south);Original
1072863;elven chest;Original
1072864;elven dresser (south);Original
1072865;elven wash basin (south);Original
1072866;elven armoire (fancy);Original
1072867;elven loveseat (south);Original
1072868;Table Chest;Original
1072869;ornate table (south);Original
1072870;ornate elven chair;Original
1072871;arcane bookshelf (south);Original
1072872;cozy elven chair;Original
1072873;elven reading chair;Original
1072874;Book Stand;Original
1072875;elven forge;Original
1072876;stone anvil (south);Original
1072877;elven bow stringer;Original
1072878;elven spinning wheel (south);Original
1072879;elven oven;Original
1072880;Alchemy Table;Original
1072881;hovering wisp;Original
1072882;Hovering Wisp (green);Original
1072883;Hovering Wisp (white);Original
1072884;squirrel statue (south);Original
1072885;arcanist statue (south);Original
1072886;arcanist statue (east);Original
1072887;warrior statue (south);Original
1072888;warrior statue (east);Original
1072889;giant replica acorn;Original
1072890;Writing Feather;Original
1072891;tattered wall map (south);Original
1072892;tattered wall map (east);Original
1072893;Enchanted Switch;Original
1072894;jeweled filigree;Original
1072895;hollow prism;Original
1072896;runed switch;Original
1072897;Circlet;Original
1072898;elven shirt;Original
1072899;elven pants;Original
1072900;elven skirt;Original
1072901;elven robe;Original
1072902;elven boots;Original
1072903;Black Order Badges;Original
1072904;Parrot Wafers;Original
1072905;New Leadership;Original
1072906;Evidence;Original
1072907;Blight Gripped Longbow;Original
1072908;Faerie Fire;Original
1072909;Stolen Goods;Original
1072910;Mischief Maker;Original
1072911;Extinguishing the Flame;Original
1072912;The Night Reaper;Original
1072913;Death to the Ninja!;Original
1072914;Crime and Punishment;Original
1072915;Rune Carving Knife;Original
1072916;Cold Forged Blade;Original
1072917;Ex-Assassins;Original
1072918;Shard Thrasher;Original
1072919;Phantom Staff;Original
1072920;Overseer Sundered Blade;Original
1072921;Death Sentence;Original
1072922;Luminous Rune Blade;Original
1072923;Limited Life Expectancy;Original
1072924;Ironwood Crown;Original
1072925;Bramble Coat;Original
1072926;Assassination Contract;Original
1072927;Gentlemen's Agreement;Original
1072928;Death Wish;Original
1072929;Spell Woven Britches;Original
1072930;Execution;Original
1072931;Song Woven Mantle;Original
1072932;Stitcher's Mittens;Original
1072933;Resilient Bracer;Original
1072934;Murder Warrant;Original
1072935;Essence of Battle;Original
1072936;Impending Demise;Original
1072937;Pendant of the Magi;Original
1072938;Missing Package;Original
1072939;Lost in Transit;Original
1072940;Scrapper's Compendium;Original
1072941;Potion of Invisibility;Original
1072942;parasitic;Original
1072943;darkglow;Original
1072944;Spirited Away;Original
1072945;Illegal Aquisition;Original
1072946;Wood Stain;Original
1072947;Wood Laquer;Original
1072948;Stolen Property;Original
1072949;Heist;Original
1072950;fruit bowl;Original
1072951;food decoration tool;Original
1072952;enchanted apple;Original
1072953;grapes of wrath;Original
1072954;1072953;Original
1072955;Silvani's Feywood Bow;Original
1072956;Leaf Tunic;Original
1072957;leaf arms;Original
1072958;Leaf Gloves;Original
1072959;Leaf Leggings;Original
1072960;Leaf Gorget;Original
1072961;Contraband;Original
1072962;What's that? *alarmed gasp*  Do not speak of the Black Order so loudly, they might hear and take offense.  *whispers*  I collect the badges of their sects, if you wish to seek them out and slay them.  Bring five of each and I will reward you.;Original
1072963;I have a task for you ... adventurer.  Will you risk all to win great renown?  The Black Order is organized into three sects, each with their own speciality.  The Dragon's Flame serves the will of the Grand Mage, the Tiger's Claw answers to the Master Thief, and the Serpent's Fang kills at the direction of the High Executioner.  Slay all three and you will strike the order a devastating blow!;Original
1072964;We believe the Black Order has fallen under the sway of Minax, somehow.  Seek evidence that proves our theory by piercing the secrets of the Citadel.;Original
1072965;You have discovered a bundle of stolen property.  Will you return it to its rightful owner?;Original
1072966;The Dragon's Flame sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human or elf.  Either race will do, I care not for the shape of their ears.  Yes, this action will properly make clear my disapproval and has a pleasing harmony.;Original
1072967;I wish to make a statement of censure against the elite ninjas of the Black Order.  Deliver, in the strongest manner, my disdain.  But do not make war on women, even those that take arms against you.  It is not ... fitting.;Original
1072968;The Tiger's Claw sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human and elf.;Original
1072969;The Serpent's Fang sect members have gone too far!  Express to them my displeasure by slaying ten of them.  But remember, I do not condone war on women, so I will only accept the deaths of men, human and elf.;Original
1072970;You have discovered a contracted agreement of assassination.  Perhaps the individual named in the contract would pay gladly for the document?;Original
1072971;*whisper* It's a very dangerous task.  Let me know if you change your mind.;Original
1072972;*whisper* The Citadel entrance is disguised as a fishing village.  The magical portal into the stronghold itself is moved frequently.  You'll need to search for it.;Original
1072973;I do not fault your decision.;Original
1072974;Once you gain entrance into The Citadel, you will need to move cautiously to find the sect leaders.;Original
1072975;Many fear to tangle with the wicked sorceress.  I understand and appreciate your concerns.;Original
1072976;I don't know where inside The Citadel such evidence could be found.  Perhaps the most guarded sanctum is the place to look.;Original
1072977;Of course, you could also choose to keep the bundle.;Original
1072978;Examine the package for the name and location of its rightful owner.;Original
1072979;As you wish.;Original
1072980;The Black Order's fortress home is well hidden.  Legend has it that a humble fishing village disguises the magical portal.;Original
1072981;Or perhaps you'd rather not.;Original
1072982;Examine the contract for the name and location of the intended victim.;Original
1072983;Dead Man Walking;Original
1072984;Forked Tongues;Original
1072985;Trolling for Trolls;Original
1072986;Orc Slaying;Original
1072987;Creepy Crawlies;Original
1072988;A Big Job;Original
1072989;Molten Reptiles;Original
1072990;Animated Monstrosity;Original
1072991;Cold Hearted;Original
1072992;Bloody Nuisance;Original
1072993;Runaways!;Original
1072994;Vicious Predator;Original
1072995;Vermin;Original
1072996;King of Bears;Original
1072997;Blood Suckers;Original
1072998;Squishy;Original
1072999;Specimens;Original
1073000;Frightmares;Original
1073001;Voracious Plants;Original
1073002;Roll the Bones;Original
1073003;Mongbat Menace!;Original
1073004;Gibber Jabber;Original
1073005;Dead Drones;Original
1073006;Monkey Business;Original
1073007;Birds of a Feather;Original
1073008;It's a Ghastly Job;Original
1073009;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill five zombies and five skeletons.;Original
1073010;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill ten skeletal mounts.;Original
1073011;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill eight patchwork skeletons.;Original
1073012;Why?  I ask you why?  They walk around after they're put in the ground.  It's just wrong in so many ways.  Put them to proper rest, I beg you.  I'll find some way to pay you for the kindness. Just kill twelve ghouls.;Original
1073013;You can't trust them, you know.  Lizardmen I mean.  They have forked tongues ... and you know what that means.  Exterminate ten of them and I'll reward you.;Original
1073014;They may not be bright, but they're incredibly destructive.  Kill off ten trolls and I'll consider it a favor done for me.;Original
1073015;Those green-skinned freaks have run off with more of my livestock.  I want an orc scout killed for each sheep I lost and an orc for each chicken.  So that's four orc scouts and eight orcs I'll pay you to slay.;Original
1073016;Disgusting!  The way they scuttle on those hairy legs just makes me want to gag.  I hate spiders!  Rid the world of twelve and I'll find something nice to give you in thanks.;Original
1073017;It's a big job but you look to be just the adventurer to do it!  I'm so glad you came by ... I'm paying well for the death of five ogres and five ettins.  Hop to it, if you're so inclined.;Original
1073018;I bet you can't kill ... say ten ... lava lizards!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073019;Hahahaha!  I knew it!;Original
1073020;I bet you can't kill ... say twelve ... flesh golems!  I bet they're too much for you.  You may as well confess you can't ... <br>;Original
1073021;I bet you can't kill ... ten gore fiends!  I bet they're too much for you.  You may as well confess you can't ... <br>;Original
1073022;I bet you can't kill ... ten harpies!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073023;I bet you can't kill ... ten gibberlings!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073024;I bet you can't tangle with those nasty plants ... say eight corpsers and two swamp tentacles!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073025;I bet you can't tangle with those bloodsuckers ... say around ten vampire bats!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073026;You've got to help me out! Those wild ostards have been causing absolute havok around here.  Kill them off before they destroy my land.  There are around twelve of them.;Original
1073027;It's a big job but you look to be just the adventurer to do it!  I'm so glad you came by ... I'm paying well for the death of six giant ice serpents and six frost spiders.  Hop to it, if you're so inclined.<br>;Original
1073028;You've got to help me out! Those dire wolves have been causing absolute havok around here.  Kill them off before they destroy my land.  They run around in a pack of around ten.<br>;Original
1073029;You've got to help me out! Those ratmen have been causing absolute havok around here.  Kill them off before they destroy my land.  I'll pay you if you kill off twelve of those dirty rats.<br>;Original
1073030;A pity really.  With the balance of nature awry, we have no choice but to accept the responsibility of making it all right.  It's all a part of the circle of life, after all. So, yes, the grizzly bears are running rampant. There are far too many in the region.  Will you shoulder your obligations as a higher life form?<br>;Original
1073031;Have you ever seen what a slime can do to good gear?  Well, it's not pretty, let me tell you!  If you take on my task to destroy twelve of them, bear that in mind.  They'll corrode your equipment faster than anything.;Original
1073032;I admire them, you know.  The solen have their place -- regimented, organized.  They're fascinating to watch with their constant strife between red and black.  I can't help but want to stir things up from time to time.  And that's where you come in.  Kill either twelve red or twelve black solen workers and let's see what happens next!;Original
1073033;I imagine you don't know about the mongbats.  Well, you may think you do, but I know more than just about anyone.  You see they come in two varieties ... the stronger and the weaker.  Either way, they're a menace.  Exterminate ten of the weaker ones and four of the stronger and I'll pay you an honest wage.;Original
1073034;Disgusting!  The way they scuttle on those hairy legs just makes me want to gag.  I hate spiders and anything like them!  Rid the world of twelve terathan drones and I'll reward you.;Original
1073035;A gorilla once bit my sister.  No, really.  So, I'm on a crusade to have the filthy beasts destroyed once and for all.  Kill eight of them and I'll make it worth your while.;Original
1073036;I bet you can't handle ten plague spawns!  I bet they're too much for you.  You may as well confess you can't ...;Modified
1073037;Welcome to the Prism of Light Cavern Exhibit.;Original
1073038;The cavern, located deep beneath the Nujel'm Palace, was discovered by Lord Graye Denthe.;Original
1073039;The caverns contain more than 2 dozen varieties of crystals.;Modified
1073040;Only Malas and the Prism of Light Caverns have these naturally occurring crystals.;Original
1073041;The cavern is also known for the rich supply of gems scattered throughout the rock.;Original
1073042;Most of the cavern is off limits to the general public because of the instability of the cavern system.;Original
1073043;Lord Denthe disappeared after venturing into the cavern. No sign of him has been seen since.;Original
1073044;Crystals often form in cluster-like formations in the dark recesses of the cavern.;Original
1073045;Closed for emergency repairs. do not enter.;Original
1073046;Last Words;Original
1073047;Darkness and Light;Original
1073048;All That Glitters is Not Good;Original
1073049;In the Belly of the Beast;Original
1073050;How Many Heads?;Original
1073051;Urgent Delivery;Original
1073052;Protector's Essence;Original
1073053;Daemonic Prism;Original
1073054;Crystalline Fragments;Original
1073055;Glassy Foe;Original
1073056;Heart of Ice;Original
1073057;Hailstorm;Original
1073058;The Melting Pot;Original
1073059;Putrefier's Demise;Original
1073060;Putrid Bodyguards;Original
1073061;Plague Lord;Original
1073062;Caustic Combo;Original
1073063;Salvaged;Original
1073064;Half Digested Treasure;Original
1073065;Gooey Strongbox;Original
1073066;Kodar's Rescue;Original
1073067;Paroxysmus' Succubi;Original
1073068;Paroxysmus' Moloch;Original
1073069;Paroxysmus' Daemons;Original
1073070;Paroxysmus' Arcane Daemons;Original
1073071;Something to Wail About;Original
1073072;Mini Swamp Thing;Original
1073073;The Afterlife;Original
1073074;Dust to Dust;Original
1073075;Unholy Knights;Original
1073076;Spirits;Original
1073077;Impish Delights;Original
1073078;Warrior Caste;Original
1073079;Arachnophobia;Original
1073080;Undead Mages;Original
1073081;Orcish Elite;Original
1073082;Common Brigands;Original
1073083;Shaking Things Up;Original
1073084;Evil Eye;Original
1073085;Arch Enemies;Original
1073086;Combat Gardening;Original
1073087;Stirring the Nest;Original
1073088;Big Worms;Original
1073089;It's Elemental;Original
1073090;The journal of Lord Graye Denthe.;Original
1073091;The head of Lord Graye Denthe.;Original
1073092;The poison river near Paroxsymus' lair is toxic!;Original
1073093;The Collection does not accept that form of the item.;Original
1073094;This Collection is not accepting that item.;Original
1073095;Hide Tunic;Original
1073096;Hide Gloves;Original
1073097;hide arms;Original
1073098;Hide Leggings;Original
1073099;Hide Gorget;Original
1073100;woodland breastplate;Original
1073101;woodland arms;Original
1073102;woodland gauntlets;Original
1073103;woodland leggings;Original
1073104;woodland gorget;Original
1073105;<div align=center>Are you sure you wish to transfer this pet away, with no possibility of recovery?</div>;Original
1073106;You feel intense pain as frozen spikes suddenly protrude through the floor.;Original
1073107;Magic Jewelry;Original
1073108;Enchanted;Original
1073109;quiver of fire;Original
1073110;quiver of ice;Original
1073111;Quiver of Blight;Original
1073112;Quiver of Lightning;Original
1073113;This Collection is not accepting that type of creature.;Original
1073114;You decide to not transfer this follower.;Original
1073115;More Donations;Original
1073116;Gold Coins;Original
1073117;Pet Slimes;Original
1073118;Pet Wolves (All Types);Original
1073119;Pet Dragons and Drakes;Original
1073120;Pet Polar Bears;Original
1073121;Pet Reptalons;Original
1073122;You don't have enough points for that!;Original
1073123;The Collection has progressed to a higher tier!;Original
1073124;A ring engraved: "Beloved Ciala";Original
1073125;Grizzled Bones;Original
1073126;Eye of the Travesty;Original
1073127;A severed human ear.;Original
1073128;A personal letter addressed to: Ahie;Original
1073129;A battered bucket.;Original
1073130;A love token;Original
1073131;Friends of the Library Application;Original
1073132;Sealing Wax Order addressed to Petrus;Original
1073133;Speckled Poison Sac;Original
1073134;Official sealing wax;Original
1073135;Notarized application;Original
1073136;Friend of the Library Token (allows donations to be made);Original
1073137;A bauble;Original
1073138;Miniature mushroom;Original
1073139;A Serpent Fang Sect Badge;Original
1073140;A Tiger Claw Sect Badge;Original
1073141;A Dragon Flame Sect Badge;Original
1073142;Correspondence from Minax;Original
1073143;Assassination Contract for Drithen;Original
1073144;Assassination Contract for Jelrice;Original
1073145;Assassination Contract for Yorus;Original
1073146;Assassination Contract for Petrus;Original
1073147;Assassination Contract for Gorrow;Original
1073148;Assassination Contract for Vilo;Original
1073149;Assassination Contract for Aniel;Original
1073150;Assassination Contract for Tiana;Original
1073151;Stolen Goods belonging to Brinnae;Original
1073152;Stolen goods belonging to Sarakki;Original
1073153;Stolen goods belonging to Arielle;Original
1073154;Stolen goods belonging to Iosep;Original
1073155;Stolen goods belonging to Saril;Original
1073156;Stolen goods belonging to Cloorne;Original
1073157;Stolen Property belonging to Koole;Original
1073158;Stolen Property belonging to Patricus;Original
1073159;Protector's Essence;Original
1073160;Crystalline Fragments;Original
1073161;Crystal Shards;Original
1073162;Icy Heart;Original
1073163;Corroded Strongbox belonging to Aeluva;Original
1073164;Corroded Strongbox belonging to Jelrice;Original
